peptide_id,bucket,category,reason
16307,b3_excluded_residue_no_smiles,residue_based,position 4 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 11 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16315,b3_excluded_residue_no_smiles,residue_based,position 12 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 19 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16311,b3_excluded_residue_no_smiles,residue_based,position 8 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 15 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16312,b3_excluded_residue_no_smiles,residue_based,position 9 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 16 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16318,b3_excluded_residue_no_smiles,residue_based,position 15 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 22 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16317,b3_excluded_residue_no_smiles,residue_based,position 14 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 21 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16320,b3_excluded_residue_no_smiles,residue_based,position 2 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 6 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 24 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 28 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16321,b3_excluded_residue_no_smiles,residue_based,position 2 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 6 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 15 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 19 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16316,b3_excluded_residue_no_smiles,residue_based,position 13 ('R-ALA-7-oct'): unknown residue code 'R-ALA-7-oct': no match in p2smi database (checked Code='R-ALA-7-OCT'); position 20 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16319,b3_excluded_residue_no_smiles,residue_based,position 2 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 6 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 16 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 20 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16360,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'VitE' (only free amine or ACT acetylation supported)
16363,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'VitE' (only free amine or ACT acetylation supported)
16343,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16362,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'VitE' (only free amine or ACT acetylation supported)
16361,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'VitE' (only free amine or ACT acetylation supported)
16345,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16342,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16364,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'Chol' (only free amine or ACT acetylation supported)
16353,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16367,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'OBU' (only free amine or ACT acetylation supported)
16348,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16366,b3_excluded_residue_no_smiles,residue_based,position 3 ('DHB'): unknown residue code 'DHB': no match in p2smi database (checked Code='DHB'); position 5 ('DHB'): unknown residue code 'DHB': no match in p2smi database (checked Code='DHB'); position 7 ('DHA'): unknown residue code 'DHA': no match in p2smi database (checked Code='DHA')
16339,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16344,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16394,b3_excluded_residue_no_smiles,residue_based,position 1 ('CM-Cys'): unknown residue code 'CM-Cys': no match in p2smi database (checked Code='CM-CYS')
16368,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16438,b3_excluded_residue_no_smiles,residue_based,"position 1 ('Acm-Cys'): unknown residue code 'Acm-Cys': no match in p2smi database (checked Code='ACM-CYS'); position 5 ('Acm-Cys'): unknown residue code 'Acm-Cys': no match in p2smi database (checked Code='ACM-CYS'); position 9 ('(S,S)-ACPC'): unknown residue code '(S,S)-ACPC': no match in p2smi database (checked Code='(S,S)-ACPC'); position 15 ('Acm-Cys'): unknown residue code 'Acm-Cys': no match in p2smi database (checked Code='ACM-CYS')"
16473,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'PEG 5000' (only free amine or ACT acetylation supported)
16474,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'PEG 5000' (only free amine or ACT acetylation supported)
16495,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16540,b3_excluded_residue_no_smiles,residue_based,position 4 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN'); position 8 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
16542,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16576,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'OMe-CIN' (only free amine or ACT acetylation supported)
16575,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'CIN' (only free amine or ACT acetylation supported)
16578,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'N-CIN' (only free amine or ACT acetylation supported)
16572,b3_excluded_residue_no_smiles,residue_based,position 13 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX'); position 14 ('βALA'): unknown residue code 'βALA': no match in p2smi database (checked Code='ΒALA')
16577,b2_excluded_unsupported_terminus,terminus_based,"unsupported N-terminal modification '2,3-OMe-CIN' (only free amine or ACT acetylation supported)"
16571,b3_excluded_residue_no_smiles,residue_based,position 2 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX'); position 5 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX'); position 8 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX'); position 11 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX'); position 13 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX'); position 14 ('βALA'): unknown residue code 'βALA': no match in p2smi database (checked Code='ΒALA')
16579,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'CIN' (only free amine or ACT acetylation supported)
16628,b3_excluded_residue_no_smiles,residue_based,position 2 ('βASP'): unknown residue code 'βASP': no match in p2smi database (checked Code='ΒASP')
16704,b3_excluded_residue_no_smiles,residue_based,position 1 ('AEEA'): unknown residue code 'AEEA': no match in p2smi database (checked Code='AEEA'); position 2 ('DAB-C8'): unknown residue code 'DAB-C8': no match in p2smi database (checked Code='DAB-C8'); position 9 ('BIP'): unknown residue code 'BIP': no match in p2smi database (checked Code='BIP')
16696,b3_excluded_residue_no_smiles,residue_based,position 1 ('AEEA'): unknown residue code 'AEEA': no match in p2smi database (checked Code='AEEA'); position 9 ('DAB-C4'): unknown residue code 'DAB-C4': no match in p2smi database (checked Code='DAB-C4')
16697,b3_excluded_residue_no_smiles,residue_based,position 1 ('AEEA'): unknown residue code 'AEEA': no match in p2smi database (checked Code='AEEA'); position 9 ('DAB-C6'): unknown residue code 'DAB-C6': no match in p2smi database (checked Code='DAB-C6')
16702,b3_excluded_residue_no_smiles,residue_based,position 1 ('AEEA'): unknown residue code 'AEEA': no match in p2smi database (checked Code='AEEA'); position 2 ('DAB-C4'): unknown residue code 'DAB-C4': no match in p2smi database (checked Code='DAB-C4'); position 9 ('BIP'): unknown residue code 'BIP': no match in p2smi database (checked Code='BIP')
16698,b3_excluded_residue_no_smiles,residue_based,position 1 ('AEEA'): unknown residue code 'AEEA': no match in p2smi database (checked Code='AEEA'); position 9 ('DAB-C8'): unknown residue code 'DAB-C8': no match in p2smi database (checked Code='DAB-C8')
16703,b3_excluded_residue_no_smiles,residue_based,position 1 ('AEEA'): unknown residue code 'AEEA': no match in p2smi database (checked Code='AEEA'); position 2 ('DAB-C6'): unknown residue code 'DAB-C6': no match in p2smi database (checked Code='DAB-C6'); position 9 ('BIP'): unknown residue code 'BIP': no match in p2smi database (checked Code='BIP')
16816,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C12' (only free amine or ACT acetylation supported)
16833,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C8' (only free amine or ACT acetylation supported)
16831,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C8' (only free amine or ACT acetylation supported)
16832,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C8' (only free amine or ACT acetylation supported)
16828,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C8' (only free amine or ACT acetylation supported)
16834,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '4-BCA' (only free amine or ACT acetylation supported)
16830,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '4-BCA' (only free amine or ACT acetylation supported)
16837,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'Pac' (only free amine or ACT acetylation supported)
16836,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C8' (only free amine or ACT acetylation supported)
16829,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '4-BCA' (only free amine or ACT acetylation supported)
16835,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C8' (only free amine or ACT acetylation supported)
16840,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C8' (only free amine or ACT acetylation supported)
16839,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '4-BCA' (only free amine or ACT acetylation supported)
16838,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C8' (only free amine or ACT acetylation supported)
16841,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C8' (only free amine or ACT acetylation supported)
16842,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C8' (only free amine or ACT acetylation supported)
16843,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification '6-Me-C8' (only free amine or ACT acetylation supported)
16848,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
16950,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'PEG 5000' (only free amine or ACT acetylation supported)
16972,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Chol' (only free acid or AMD amidation supported)
16971,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Chol' (only free acid or AMD amidation supported)
16967,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Chol' (only free acid or AMD amidation supported)
16966,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Chol' (only free acid or AMD amidation supported)
16969,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Chol' (only free acid or AMD amidation supported)
16970,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Chol' (only free acid or AMD amidation supported)
16968,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Chol' (only free acid or AMD amidation supported)
16973,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'Chol' (only free acid or AMD amidation supported)
16978,b3_excluded_residue_no_smiles,residue_based,position 42 ('CYS-PEG4-Chol'): unknown residue code 'CYS-PEG4-Chol': no match in p2smi database (checked Code='CYS-PEG4-CHOL')
16979,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
17047,b3_excluded_residue_no_smiles,residue_based,position 42 ('CYS-PEG4-Chol'): unknown residue code 'CYS-PEG4-Chol': no match in p2smi database (checked Code='CYS-PEG4-CHOL')
17048,b3_excluded_residue_no_smiles,residue_based,position 42 ('CYS-PEG4-Chol'): unknown residue code 'CYS-PEG4-Chol': no match in p2smi database (checked Code='CYS-PEG4-CHOL')
17089,b3_excluded_residue_no_smiles,residue_based,position 3 ('PYA'): unknown residue code 'PYA': no match in p2smi database (checked Code='PYA'); position 4 ('Sar'): unknown residue code 'Sar': no match in p2smi database (checked Code='SAR'); position 5 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL')
17090,b3_excluded_residue_no_smiles,residue_based,position 3 ('4-HYP'): unknown residue code '4-HYP': no match in p2smi database (checked Code='4-HYP'); position 4 ('Sar'): unknown residue code 'Sar': no match in p2smi database (checked Code='SAR'); position 5 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL')
17087,b3_excluded_residue_no_smiles,residue_based,position 4 ('Sar'): unknown residue code 'Sar': no match in p2smi database (checked Code='SAR'); position 5 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL')
17098,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C12H25-NH2' (only free acid or AMD amidation supported)
17093,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C4H9-NH2' (only free acid or AMD amidation supported)
17101,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C12H25-NH2' (only free acid or AMD amidation supported)
17094,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C6H13-NH2' (only free acid or AMD amidation supported)
17102,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C12H25-NH2' (only free acid or AMD amidation supported)
17096,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C10H21-NH2' (only free acid or AMD amidation supported)
17095,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C8H17-NH2' (only free acid or AMD amidation supported)
17103,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C12H25-NH2' (only free acid or AMD amidation supported)
17100,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C12H25-NH2' (only free acid or AMD amidation supported)
17097,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C12H25-NH2' (only free acid or AMD amidation supported)
17105,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'EthA' (only free acid or AMD amidation supported)
17099,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'C16H33-NH2' (only free acid or AMD amidation supported)
17107,b4_excluded_nonstandard_bond,bond_based,2 intrachain bonds present -- multi-bond (e.g. multiply-bridged / bicyclic) peptides are out of scope for automated generation in this pass
17104,b2_excluded_unsupported_terminus,terminus_based,unsupported C-terminal modification 'EthA' (only free acid or AMD amidation supported)
17108,b4_excluded_nonstandard_bond,bond_based,2 intrachain bonds present -- multi-bond (e.g. multiply-bridged / bicyclic) peptides are out of scope for automated generation in this pass
17109,b4_excluded_nonstandard_bond,bond_based,2 intrachain bonds present -- multi-bond (e.g. multiply-bridged / bicyclic) peptides are out of scope for automated generation in this pass
17106,b4_excluded_nonstandard_bond,bond_based,2 intrachain bonds present -- multi-bond (e.g. multiply-bridged / bicyclic) peptides are out of scope for automated generation in this pass
17114,b3_excluded_residue_no_smiles,residue_based,position 1 ('DAP'): unknown residue code 'DAP': no match in p2smi database (checked Code='DAP'); position 3 ('DAP'): unknown residue code 'DAP': no match in p2smi database (checked Code='DAP'); position 4 ('3-Ud-DHA'): unknown residue code '3-Ud-DHA': no match in p2smi database (checked Code='3-UD-DHA'); position 5 ('CAM'): unknown residue code 'CAM': no match in p2smi database (checked Code='CAM')
17113,b3_excluded_residue_no_smiles,residue_based,position 1 ('βLYS'): unknown residue code 'βLYS': no match in p2smi database (checked Code='ΒLYS'); position 2 ('DAP'): unknown residue code 'DAP': no match in p2smi database (checked Code='DAP'); position 5 ('3-Ud-DHA'): unknown residue code '3-Ud-DHA': no match in p2smi database (checked Code='3-UD-DHA'); position 6 ('CAM'): unknown residue code 'CAM': no match in p2smi database (checked Code='CAM')
17088,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
17092,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
17117,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'C10' (only free amine or ACT acetylation supported)
17091,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
17116,b1_excluded_non_monomer,out_of_scope,"non-monomer complexity (dimer/multi-peptide) -- not a single-chain SMILES peptide, out of scope for this dataset"
17186,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'CAA' (only free amine or ACT acetylation supported)
17185,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'CAA' (only free amine or ACT acetylation supported)
17189,b3_excluded_residue_no_smiles,residue_based,position 23 ('Eps-LYS'): unknown residue code 'Eps-LYS': no match in p2smi database (checked Code='EPS-LYS')
17187,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'CAA' (only free amine or ACT acetylation supported)
17190,b3_excluded_residue_no_smiles,residue_based,position 21 ('Eps-LYS'): unknown residue code 'Eps-LYS': no match in p2smi database (checked Code='EPS-LYS')
17188,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'CAA' (only free amine or ACT acetylation supported)
17191,b3_excluded_residue_no_smiles,residue_based,position 7 ('Eps-LYS'): unknown residue code 'Eps-LYS': no match in p2smi database (checked Code='EPS-LYS')
17192,b3_excluded_residue_no_smiles,residue_based,position 7 ('Eps-LYS'): unknown residue code 'Eps-LYS': no match in p2smi database (checked Code='EPS-LYS'); position 21 ('Eps-LYS'): unknown residue code 'Eps-LYS': no match in p2smi database (checked Code='EPS-LYS')
17194,b3_excluded_residue_no_smiles,residue_based,position 7 ('Eps-LYS'): unknown residue code 'Eps-LYS': no match in p2smi database (checked Code='EPS-LYS'); position 21 ('Eps-LYS'): unknown residue code 'Eps-LYS': no match in p2smi database (checked Code='EPS-LYS'); position 23 ('Eps-LYS'): unknown residue code 'Eps-LYS': no match in p2smi database (checked Code='EPS-LYS')
17193,b3_excluded_residue_no_smiles,residue_based,position 7 ('Eps-LYS'): unknown residue code 'Eps-LYS': no match in p2smi database (checked Code='EPS-LYS'); position 23 ('Eps-LYS'): unknown residue code 'Eps-LYS': no match in p2smi database (checked Code='EPS-LYS')
17205,b3_excluded_residue_no_smiles,residue_based,position 1 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL'); position 2 ('4-Me-Pro'): unknown residue code '4-Me-Pro': no match in p2smi database (checked Code='4-ME-PRO'); position 3 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 5 ('4-Me-Pro'): unknown residue code '4-Me-Pro': no match in p2smi database (checked Code='4-ME-PRO'); position 7 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL'); position 9 ('D-Me-Leu'): unknown residue code 'D-Me-Leu': no match in p2smi database (checked Code='ME-LEU')
17206,b3_excluded_residue_no_smiles,residue_based,position 1 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL'); position 2 ('4-Me-Pro'): unknown residue code '4-Me-Pro': no match in p2smi database (checked Code='4-ME-PRO'); position 3 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 5 ('4-Me-Pro'): unknown residue code '4-Me-Pro': no match in p2smi database (checked Code='4-ME-PRO'); position 7 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL'); position 8 ('4-Me-Pro'): unknown residue code '4-Me-Pro': no match in p2smi database (checked Code='4-ME-PRO'); position 9 ('D-Me-Leu'): unknown residue code 'D-Me-Leu': no match in p2smi database (checked Code='ME-LEU')
17215,b3_excluded_residue_no_smiles,residue_based,position 1 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX'); position 2 ('S-S-tBu-CYS'): unknown residue code 'S-S-tBu-CYS': no match in p2smi database (checked Code='S-S-TBU-CYS'); position 8 ('S-S-tBu-CYS'): unknown residue code 'S-S-tBu-CYS': no match in p2smi database (checked Code='S-S-TBU-CYS'); position 9 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX')
17216,b3_excluded_residue_no_smiles,residue_based,position 1 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX'); position 2 ('S-tBu-CYS'): unknown residue code 'S-tBu-CYS': no match in p2smi database (checked Code='S-TBU-CYS'); position 4 ('2-NAL'): unknown residue code '2-NAL': no match in p2smi database (checked Code='2-NAL'); position 5 ('2-NAL'): unknown residue code '2-NAL': no match in p2smi database (checked Code='2-NAL'); position 8 ('S-tBu-CYS'): unknown residue code 'S-tBu-CYS': no match in p2smi database (checked Code='S-TBU-CYS'); position 9 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX')
17214,b3_excluded_residue_no_smiles,residue_based,position 1 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX'); position 2 ('S-S-tBu-CYS'): unknown residue code 'S-S-tBu-CYS': no match in p2smi database (checked Code='S-S-TBU-CYS'); position 4 ('2-NAL'): unknown residue code '2-NAL': no match in p2smi database (checked Code='2-NAL'); position 5 ('2-NAL'): unknown residue code '2-NAL': no match in p2smi database (checked Code='2-NAL'); position 8 ('S-S-tBu-CYS'): unknown residue code 'S-S-tBu-CYS': no match in p2smi database (checked Code='S-S-TBU-CYS'); position 9 ('Ahx'): unknown residue code 'Ahx': no match in p2smi database (checked Code='AHX')
17213,b3_excluded_residue_no_smiles,residue_based,position 1 ('Er-Pre-TRP'): unknown residue code 'Er-Pre-TRP': no match in p2smi database (checked Code='ER-PRE-TRP'); position 2 ('Me-Leu'): unknown residue code 'Me-Leu': no match in p2smi database (checked Code='ME-LEU'); position 3 ('N-TYR'): unknown residue code 'N-TYR': no match in p2smi database (checked Code='N-TYR'); position 5 ('N-Me-5-O-Leu'): unknown residue code 'N-Me-5-O-Leu': no match in p2smi database (checked Code='N-ME-5-O-LEU'); position 7 ('2-Ahx'): unknown residue code '2-Ahx': no match in p2smi database (checked Code='2-AHX')
17207,b3_excluded_residue_no_smiles,residue_based,position 1 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL'); position 2 ('4-Me-Pro'): unknown residue code '4-Me-Pro': no match in p2smi database (checked Code='4-ME-PRO'); position 3 ('Me-Thr'): unknown residue code 'Me-Thr': no match in p2smi database (checked Code='ME-THR'); position 5 ('4-Me-Pro'): unknown residue code '4-Me-Pro': no match in p2smi database (checked Code='4-ME-PRO'); position 7 ('Me-Val'): unknown residue code 'Me-Val': no match in p2smi database (checked Code='ME-VAL'); position 8 ('Chx-PRO'): unknown residue code 'Chx-PRO': no match in p2smi database (checked Code='CHX-PRO'); position 9 ('D-Me-Leu'): unknown residue code 'D-Me-Leu': no match in p2smi database (checked Code='ME-LEU')
17259,b3_excluded_residue_no_smiles,residue_based,position 4 ('β-Thi-D-ALA'): unknown residue code 'β-Thi-D-ALA': no match in p2smi database (checked Code='Β-THI-D-ALA')
17260,b3_excluded_residue_no_smiles,residue_based,position 4 ('THZ-Ala'): unknown residue code 'THZ-Ala': no match in p2smi database (checked Code='THZ-ALA')
17264,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17263,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17266,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17265,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17268,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17267,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17261,b3_excluded_residue_no_smiles,residue_based,position 4 ('S-ALA-4-pen'): unknown residue code 'S-ALA-4-pen': no match in p2smi database (checked Code='S-ALA-4-PEN')
17269,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17272,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17270,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17273,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17271,b4_excluded_nonstandard_bond,bond_based,bond constraint 'SCSC' not auto-generated in this pass (requires side-chain donor/acceptor role assignment)
17345,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'RuC(O)' (only free amine or ACT acetylation supported)
17346,b2_excluded_unsupported_terminus,terminus_based,unsupported N-terminal modification 'FeC(O)' (only free amine or ACT acetylation supported)
