peptide_id,organism,mic_value_uM,mic_type,active_threshold_uM,inactive_threshold_uM,threshold_match_level,label,label_reason
10156,Salmonella enterica,40.0,averaged,,,none,unlabeled,no_threshold_available
10156,Pseudomonas aeruginosa,56.5,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10156,Staphylococcus aureus,23.5,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10156,Streptococcus suis,56.5,censored,,,none,unlabeled,no_threshold_available
10156,Enterococcus faecium,14.1,exact,,,none,unlabeled,no_threshold_available
10156,Bacillus subtilis,56.5,exact,,,none,unlabeled,no_threshold_available
10157,Escherichia coli,170.0,averaged,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10159,Escherichia coli,21.3,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10159,Bacillus subtilis,10.0,exact,,,none,unlabeled,no_threshold_available
10159,Staphylococcus aureus,48.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10160,Escherichia coli,14.4,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10160,Bacillus subtilis,5.2,exact,,,none,unlabeled,no_threshold_available
10160,Staphylococcus aureus,25.6,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10161,Escherichia coli,26.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10161,Bacillus subtilis,7.3,exact,,,none,unlabeled,no_threshold_available
10161,Staphylococcus aureus,40.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10162,Escherichia coli,40.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10162,Bacillus subtilis,2.0,exact,,,none,unlabeled,no_threshold_available
10162,Staphylococcus aureus,128.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10163,Escherichia coli,3.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10163,Bacillus subtilis,1.0,exact,,,none,unlabeled,no_threshold_available
10163,Staphylococcus aureus,5.6,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10164,Escherichia coli,8.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10164,Bacillus subtilis,1.0,exact,,,none,unlabeled,no_threshold_available
10164,Staphylococcus aureus,8.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10165,Escherichia coli,8.67,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10165,Bacillus subtilis,4.33,exact,,,none,unlabeled,no_threshold_available
10165,Staphylococcus aureus,11.3,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10166,Escherichia coli,8.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10166,Bacillus subtilis,1.0,exact,,,none,unlabeled,no_threshold_available
10166,Staphylococcus aureus,16.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10167,Staphylococcus aureus,155.0,averaged,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10167,Escherichia coli,311.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10167,Pseudomonas aeruginosa,311.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10167,Vibrio cholerae,311.0,exact,,,none,unlabeled,no_threshold_available
10168,Staphylococcus aureus,40.2,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10168,Escherichia coli,81.1,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10168,Pseudomonas aeruginosa,162.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10168,Vibrio cholerae,81.1,exact,,,none,unlabeled,no_threshold_available
10169,Escherichia coli,7.67,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10169,Staphylococcus aureus,5.75,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10169,Pseudomonas aeruginosa,20.4,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10169,Acinetobacter baumannii,5.75,averaged,,,none,unlabeled,no_threshold_available
10170,Escherichia coli,3.84,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10170,Staphylococcus aureus,3.17,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10170,Pseudomonas aeruginosa,6.39,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10170,Acinetobacter baumannii,3.84,averaged,,,none,unlabeled,no_threshold_available
10171,Escherichia coli,3.74,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10171,Staphylococcus aureus,5.61,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10171,Pseudomonas aeruginosa,7.47,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10171,Acinetobacter baumannii,7.47,averaged,,,none,unlabeled,no_threshold_available
10172,Escherichia coli,7.47,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10172,Staphylococcus aureus,5.61,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10172,Pseudomonas aeruginosa,8.7,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10172,Acinetobacter baumannii,7.47,averaged,,,none,unlabeled,no_threshold_available
10173,Escherichia coli,3.74,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10173,Staphylococcus aureus,3.12,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10173,Pseudomonas aeruginosa,6.23,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10173,Acinetobacter baumannii,3.74,averaged,,,none,unlabeled,no_threshold_available
10174,Escherichia coli,7.58,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10174,Staphylococcus aureus,5.05,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10174,Pseudomonas aeruginosa,15.2,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10174,Acinetobacter baumannii,3.79,averaged,,,none,unlabeled,no_threshold_available
10175,Escherichia coli,7.28,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10175,Staphylococcus aureus,6.07,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10175,Pseudomonas aeruginosa,9.72,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10175,Acinetobacter baumannii,4.85,averaged,,,none,unlabeled,no_threshold_available
10176,Escherichia coli,3.64,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10176,Staphylococcus aureus,3.64,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10176,Pseudomonas aeruginosa,3.64,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10176,Acinetobacter baumannii,3.64,averaged,,,none,unlabeled,no_threshold_available
10177,Escherichia coli,3.64,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10177,Staphylococcus aureus,6.07,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10177,Pseudomonas aeruginosa,12.1,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10177,Acinetobacter baumannii,3.64,averaged,,,none,unlabeled,no_threshold_available
10178,Escherichia coli,9.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10178,Staphylococcus aureus,4.5,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10178,Pseudomonas aeruginosa,42.8,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10178,Acinetobacter baumannii,6.75,averaged,,,none,unlabeled,no_threshold_available
10179,Escherichia coli,14.9,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10179,Staphylococcus aureus,27.4,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10179,Pseudomonas aeruginosa,8.29,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10179,Acinetobacter baumannii,46.4,averaged,,,none,unlabeled,no_threshold_available
10180,Escherichia coli,12.4,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10180,Staphylococcus aureus,9.28,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10180,Pseudomonas aeruginosa,37.1,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10180,Acinetobacter baumannii,9.28,averaged,,,none,unlabeled,no_threshold_available
10182,Escherichia coli,3.92,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10182,Pseudomonas aeruginosa,2.73,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10182,Klebsiella pneumoniae,7.27,averaged,,,none,unlabeled,no_threshold_available
10182,Staphylococcus aureus,0.245,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10182,Bacillus subtilis,0.245,exact,,,none,unlabeled,no_threshold_available
10182,Staphylococcus epidermidis,0.245,exact,,,none,unlabeled,no_threshold_available
10183,Escherichia coli,0.981,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10183,Pseudomonas aeruginosa,0.981,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10183,Klebsiella pneumoniae,7.85,exact,,,none,unlabeled,no_threshold_available
10183,Staphylococcus aureus,0.245,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10183,Bacillus subtilis,0.245,exact,,,none,unlabeled,no_threshold_available
10183,Staphylococcus epidermidis,0.245,exact,,,none,unlabeled,no_threshold_available
10186,Escherichia coli,6.75,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10186,Acinetobacter baumannii,18.0,exact,,,none,unlabeled,no_threshold_available
10186,Pseudomonas aeruginosa,27.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10186,Staphylococcus aureus,2.2,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10186,Bacillus subtilis,1.1,exact,,,none,unlabeled,no_threshold_available
10187,Escherichia coli,6.75,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10187,Acinetobacter baumannii,6.75,censored,,,none,unlabeled,no_threshold_available
10187,Pseudomonas aeruginosa,27.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10187,Staphylococcus aureus,2.2,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10187,Bacillus subtilis,1.1,exact,,,none,unlabeled,no_threshold_available
10188,Escherichia coli,6.75,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10188,Acinetobacter baumannii,18.0,exact,,,none,unlabeled,no_threshold_available
10188,Pseudomonas aeruginosa,18.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10188,Staphylococcus aureus,2.23,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10188,Bacillus subtilis,0.85,censored,,,none,unlabeled,no_threshold_available
10189,Escherichia coli,9.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10189,Acinetobacter baumannii,6.75,censored,,,none,unlabeled,no_threshold_available
10189,Pseudomonas aeruginosa,27.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10189,Staphylococcus aureus,1.65,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10189,Bacillus subtilis,0.6,exact,,,none,unlabeled,no_threshold_available
10190,Escherichia coli,4.5,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10190,Acinetobacter baumannii,18.0,exact,,,none,unlabeled,no_threshold_available
10190,Pseudomonas aeruginosa,9.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10190,Staphylococcus aureus,1.1,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10190,Bacillus subtilis,0.85,censored,,,none,unlabeled,no_threshold_available
10191,Escherichia coli,6.75,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10191,Acinetobacter baumannii,13.5,censored,,,none,unlabeled,no_threshold_available
10191,Pseudomonas aeruginosa,18.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10191,Staphylococcus aureus,1.1,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10191,Bacillus subtilis,0.85,censored,,,none,unlabeled,no_threshold_available
10192,Escherichia coli,13.5,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10192,Acinetobacter baumannii,6.75,censored,,,none,unlabeled,no_threshold_available
10192,Pseudomonas aeruginosa,18.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10192,Staphylococcus aureus,2.23,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10192,Bacillus subtilis,0.85,censored,,,none,unlabeled,no_threshold_available
10193,Escherichia coli,9.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10193,Acinetobacter baumannii,18.0,exact,,,none,unlabeled,no_threshold_available
10193,Pseudomonas aeruginosa,18.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10193,Staphylococcus aureus,1.65,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10193,Bacillus subtilis,1.1,exact,,,none,unlabeled,no_threshold_available
10194,Escherichia coli,13.5,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10194,Acinetobacter baumannii,9.0,exact,,,none,unlabeled,no_threshold_available
10194,Pseudomonas aeruginosa,13.5,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10194,Staphylococcus aureus,1.65,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10194,Bacillus subtilis,1.1,exact,,,none,unlabeled,no_threshold_available
10195,Escherichia coli,13.5,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10195,Acinetobacter baumannii,18.0,exact,,,none,unlabeled,no_threshold_available
10195,Pseudomonas aeruginosa,27.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10195,Staphylococcus aureus,2.23,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10195,Bacillus subtilis,1.1,exact,,,none,unlabeled,no_threshold_available
10196,Escherichia coli,6.75,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10196,Acinetobacter baumannii,18.0,exact,,,none,unlabeled,no_threshold_available
10196,Pseudomonas aeruginosa,9.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10196,Staphylococcus aureus,1.65,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10196,Bacillus subtilis,1.1,exact,,,none,unlabeled,no_threshold_available
10197,Escherichia coli,6.75,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10197,Acinetobacter baumannii,9.0,exact,,,none,unlabeled,no_threshold_available
10197,Pseudomonas aeruginosa,9.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10197,Staphylococcus aureus,1.65,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10197,Bacillus subtilis,1.1,exact,,,none,unlabeled,no_threshold_available
10198,Escherichia coli,6.75,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10198,Acinetobacter baumannii,6.75,censored,,,none,unlabeled,no_threshold_available
10198,Pseudomonas aeruginosa,9.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10198,Staphylococcus aureus,1.1,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10198,Bacillus subtilis,0.85,censored,,,none,unlabeled,no_threshold_available
10199,Escherichia coli,4.5,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10199,Acinetobacter baumannii,9.0,exact,,,none,unlabeled,no_threshold_available
10199,Pseudomonas aeruginosa,9.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10199,Staphylococcus aureus,1.1,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10199,Bacillus subtilis,0.85,censored,,,none,unlabeled,no_threshold_available
10200,Escherichia coli,9.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10200,Acinetobacter baumannii,54.0,censored,,,none,unlabeled,no_threshold_available
10200,Pseudomonas aeruginosa,27.0,censored,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10200,Staphylococcus aureus,3.08,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10200,Bacillus subtilis,2.2,exact,,,none,unlabeled,no_threshold_available
10204,Staphylococcus aureus,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10204,Nocardia asteroides,150.0,exact,,,none,unlabeled,no_threshold_available
10205,Staphylococcus aureus,37.5,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10205,Enterococcus faecalis,37.5,exact,,,none,unlabeled,no_threshold_available
10205,Nocardia asteroides,37.5,exact,,,none,unlabeled,no_threshold_available
10205,Escherichia coli,37.5,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10206,Nocardia asteroides,2.3,exact,,,none,unlabeled,no_threshold_available
10206,Escherichia coli,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10210,Staphylococcus aureus,18.8,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10210,Enterococcus faecalis,18.8,exact,,,none,unlabeled,no_threshold_available
10210,Nocardia asteroides,2.3,exact,,,none,unlabeled,no_threshold_available
10210,Escherichia coli,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10211,Staphylococcus aureus,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10211,Enterococcus faecalis,18.8,exact,,,none,unlabeled,no_threshold_available
10211,Nocardia asteroides,75.0,exact,,,none,unlabeled,no_threshold_available
10212,Staphylococcus aureus,4.7,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10212,Enterococcus faecalis,9.4,exact,,,none,unlabeled,no_threshold_available
10212,Nocardia asteroides,1.2,exact,,,none,unlabeled,no_threshold_available
10212,Pseudomonas aeruginosa,75.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10212,Klebsiella pneumoniae,75.0,exact,,,none,unlabeled,no_threshold_available
10212,Escherichia coli,37.5,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10213,Nocardia asteroides,9.4,exact,,,none,unlabeled,no_threshold_available
10213,Escherichia coli,75.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10214,Staphylococcus aureus,18.8,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10214,Nocardia asteroides,150.0,exact,,,none,unlabeled,no_threshold_available
10215,Staphylococcus aureus,37.5,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10215,Nocardia asteroides,9.4,exact,,,none,unlabeled,no_threshold_available
10215,Klebsiella pneumoniae,150.0,exact,,,none,unlabeled,no_threshold_available
10215,Escherichia coli,75.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10216,Staphylococcus aureus,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10216,Enterococcus faecalis,18.8,exact,,,none,unlabeled,no_threshold_available
10216,Nocardia asteroides,37.5,exact,,,none,unlabeled,no_threshold_available
10216,Pseudomonas aeruginosa,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10216,Klebsiella pneumoniae,150.0,exact,,,none,unlabeled,no_threshold_available
10216,Escherichia coli,37.5,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10217,Staphylococcus aureus,9.4,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10217,Enterococcus faecalis,18.8,exact,,,none,unlabeled,no_threshold_available
10217,Nocardia asteroides,4.7,exact,,,none,unlabeled,no_threshold_available
10217,Escherichia coli,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10222,Staphylococcus aureus,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10222,Nocardia asteroides,9.4,exact,,,none,unlabeled,no_threshold_available
10222,Pseudomonas aeruginosa,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10222,Klebsiella pneumoniae,75.0,exact,,,none,unlabeled,no_threshold_available
10222,Escherichia coli,18.8,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10223,Staphylococcus aureus,4.7,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10223,Nocardia asteroides,18.8,exact,,,none,unlabeled,no_threshold_available
10224,Nocardia asteroides,150.0,exact,,,none,unlabeled,no_threshold_available
10226,Nocardia asteroides,37.5,exact,,,none,unlabeled,no_threshold_available
10227,Nocardia asteroides,150.0,exact,,,none,unlabeled,no_threshold_available
10229,Escherichia coli,6.25,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10229,Staphylococcus aureus,16.7,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10229,Aeromonas hydrophila,5.0,exact,,,none,unlabeled,no_threshold_available
10229,Salmonella typhimurium,7.5,censored,,,none,unlabeled,no_threshold_available
10229,Listeria monocytogenes,80.0,censored,,,none,unlabeled,no_threshold_available
10229,Streptococcus pyogenes,20.0,exact,,,none,unlabeled,no_threshold_available
10229,Pseudomonas aeruginosa,10.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10229,Pasteurella sp.,20.0,exact,,,none,unlabeled,no_threshold_available
10229,Glaesserella parasuis,15.0,censored,,,none,unlabeled,no_threshold_available
10229,Salmonella enterica,20.0,exact,,,none,unlabeled,no_threshold_available
10244,Staphylococcus aureus,43.5,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10244,Bacillus subtilis,105.0,averaged,,,none,unlabeled,no_threshold_available
10244,Escherichia coli,29.5,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10244,Vibrio alginolyticus,26.6,exact,,,none,unlabeled,no_threshold_available
10244,Pseudomonas aeruginosa,103.0,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10244,Streptococcus mutans,25.0,exact,,,none,unlabeled,no_threshold_available
10245,Staphylococcus aureus,16.6,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10245,Bacillus subtilis,52.9,exact,,,none,unlabeled,no_threshold_available
10245,Escherichia coli,15.5,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10245,Vibrio alginolyticus,13.2,exact,,,none,unlabeled,no_threshold_available
10245,Pseudomonas aeruginosa,26.4,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10246,Staphylococcus aureus,32.4,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10246,Bacillus subtilis,104.0,exact,,,none,unlabeled,no_threshold_available
10246,Escherichia coli,77.9,averaged,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10246,Vibrio alginolyticus,12.9,exact,,,none,unlabeled,no_threshold_available
10246,Pseudomonas aeruginosa,104.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10246,Streptococcus mutans,12.6,exact,,,none,unlabeled,no_threshold_available
10247,Staphylococcus aureus,12.7,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10247,Bacillus subtilis,102.0,exact,,,none,unlabeled,no_threshold_available
10247,Escherichia coli,17.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10247,Vibrio alginolyticus,12.7,exact,,,none,unlabeled,no_threshold_available
10247,Pseudomonas aeruginosa,51.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10247,Streptococcus mutans,13.1,exact,,,none,unlabeled,no_threshold_available
10248,Staphylococcus aureus,17.2,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10248,Bacillus subtilis,98.0,exact,,,none,unlabeled,no_threshold_available
10248,Bacillus coagulans,25.0,exact,,,none,unlabeled,no_threshold_available
10248,Enterococcus faecalis,50.0,exact,,,none,unlabeled,no_threshold_available
10249,Staphylococcus aureus,2.0,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10249,Bacillus subtilis,36.3,exact,,,none,unlabeled,no_threshold_available
10249,Bacillus coagulans,8.2,exact,,,none,unlabeled,no_threshold_available
10249,Enterococcus faecalis,25.0,exact,,,none,unlabeled,no_threshold_available
10249,Streptococcus mutans,36.0,exact,,,none,unlabeled,no_threshold_available
10249,Streptococcus gordonii,19.0,exact,,,none,unlabeled,no_threshold_available
10249,Vibrio cholerae,10.3,exact,,,none,unlabeled,no_threshold_available
10249,Escherichia coli,29.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10249,Aeromonas hydrophila,100.0,exact,,,none,unlabeled,no_threshold_available
10249,Aeromonas sobria,12.5,exact,,,none,unlabeled,no_threshold_available
10250,Aeromonas hydrophila,100.0,exact,,,none,unlabeled,no_threshold_available
10250,Aeromonas sobria,3.0,exact,,,none,unlabeled,no_threshold_available
10251,Staphylococcus aureus,21.2,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10251,Bacillus subtilis,67.5,exact,,,none,unlabeled,no_threshold_available
10251,Bacillus coagulans,25.0,exact,,,none,unlabeled,no_threshold_available
10251,Enterococcus faecalis,50.0,exact,,,none,unlabeled,no_threshold_available
10252,Staphylococcus aureus,3.75,averaged,32.0,128.0,species,active,value_at_or_below_active_threshold
10252,Bacillus subtilis,30.0,exact,,,none,unlabeled,no_threshold_available
10252,Bacillus coagulans,12.5,exact,,,none,unlabeled,no_threshold_available
10252,Enterococcus faecalis,25.0,exact,,,none,unlabeled,no_threshold_available
10252,Streptococcus mutans,40.0,exact,,,none,unlabeled,no_threshold_available
10252,Streptococcus gordonii,25.0,exact,,,none,unlabeled,no_threshold_available
10252,Vibrio cholerae,12.0,exact,,,none,unlabeled,no_threshold_available
10252,Escherichia coli,36.2,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10252,Aeromonas hydrophila,100.0,exact,,,none,unlabeled,no_threshold_available
10252,Aeromonas sobria,12.5,exact,,,none,unlabeled,no_threshold_available
10253,Aeromonas hydrophila,50.0,exact,,,none,unlabeled,no_threshold_available
10253,Aeromonas sobria,3.0,exact,,,none,unlabeled,no_threshold_available
10254,Bacillus mycoides,75.0,exact,,,none,unlabeled,no_threshold_available
10254,Escherichia coli,75.0,exact,32.0,128.0,species,uncertain,value_in_gray_zone_or_straddles_threshold
10254,Vibrio harveyi,75.0,exact,,,none,unlabeled,no_threshold_available
10254,Micrococcus luteus,150.0,exact,,,none,unlabeled,no_threshold_available
10254,Salmonella enterica,150.0,exact,,,none,unlabeled,no_threshold_available
10254,Staphylococcus aureus,150.0,exact,32.0,128.0,species,inactive,value_at_or_above_inactive_threshold
10256,Escherichia coli,4.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10256,Salmonella enterica,4.0,exact,,,none,unlabeled,no_threshold_available
10256,Staphylococcus aureus,1.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10256,Listeria innocua,1.0,exact,,,none,unlabeled,no_threshold_available
10256,Micrococcus luteus,4.0,exact,,,none,unlabeled,no_threshold_available
10258,Staphylococcus aureus,19.5,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10258,Bacillus pumilus,39.0,exact,,,none,unlabeled,no_threshold_available
10259,Staphylococcus aureus,20.1,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10259,Bacillus pumilus,40.2,exact,,,none,unlabeled,no_threshold_available
10277,Escherichia coli,10.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10277,Salmonella typhimurium,6.7,censored,,,none,unlabeled,no_threshold_available
10277,Staphylococcus epidermidis,12.9,censored,,,none,unlabeled,no_threshold_available
10277,Staphylococcus aureus,18.2,censored,32.0,128.0,species,active,value_at_or_below_active_threshold
10278,Escherichia coli,8.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10278,Salmonella typhimurium,6.7,censored,,,none,unlabeled,no_threshold_available
10278,Staphylococcus epidermidis,8.9,censored,,,none,unlabeled,no_threshold_available
10278,Staphylococcus aureus,16.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10279,Escherichia coli,8.0,exact,32.0,128.0,species,active,value_at_or_below_active_threshold
10279,Salmonella typhimurium,4.0,exact,,,none,unlabeled,no_threshold_available
10279,Staphylococcus epidermidis,13.3,censored,,,none,unlabeled,no_threshold_available
